,director,distributor,genre_bomojo,rating,title,releaseDate,isCult,canontitle,num_theaters,leadActor,runtime_mins,releaseYear,rev_opening_ADJ,rev_totalGross_ADJ,prod_budget_ADJ,CULT_INDEX,is_missing_prodbudgetADJ,genre
2235,Ted Kotcheff,TriStar,Unknown,PG,Switching Channels,1988-03-04,0,switchingchannels,971,Burt Reynolds,105,1988,6532837.1122,39983203.9491,32189349.1124,1.00057395371,1,Unknown
2323,John Carl Buechler,Empire Pictures,Unknown,PG-13,Troll,1986-01-17,0,troll,959,June Lockhart,82,1986,6017719.81622,29311130.5599,3678880.03879,1.00057382318,1,Unknown
2087,Robert Zemeckis,Buena Vista,Fantasy Comedy,PG,Who Framed Roger Rabbit,1988-06-24,0,whoframedrogerrabbit,1045,Bob Hoskins,103,1988,23492958.6878,685155279.647,140828402.367,1.0005731725,0,Fantasy
5372,Nancy Savoca,MGM,Unknown,R,True Love,1989-09-15,0,truelove,937.4,Annabella Sciorra,101,1989,2188095.8,6554657.12,822682.076003,1.00057302983,1,Unknown
1885,Bob Giraldi,DEG,Unknown,PG-13,Hiding Out,1987-11-06,0,hidingout,988,Jon Cryer,95,1987,4536664,33974094.44,10475352.1127,1.00057213395,1,Unknown
1837,Michael Bay,DEG,Animation,PG,Transformers: Dark of the Moon,1986-08-08,0,transformers,990,Shia LaBeouf,84,1986,4126653.03243,31455803.7554,3948066.14182,1.00057197826,1,Animation
1838,Michael Bay,DEG,Animation,PG,Transformers: Revenge of the Fallen,1986-08-08,0,transformers,990,Shia LaBeouf,84,1986,4126653.03243,31455803.7554,3948066.14182,1.00057197826,1,Animation
1839,Michael Bay,DEG,Animation,PG,Transformers,1986-08-08,0,transformers,990,Shia LaBeouf,84,1986,4126653.03243,31455803.7554,3948066.14182,1.00057197826,1,Animation
1911,Alan Spencer,Columbia,Comedy,R,Hexed,1993-01-22,0,hexed,960,Arye Gross,93,1993,2828281.90244,12204324.7374,1531780.74493,1.00057166437,1,Comedy
2013,John Singleton,Warner Bros.,Period Drama,R,Rosewood,1997-02-21,0,rosewood,991,Jon Voight,122,1997,6013769.66667,47733778.9691,5991140.31853,1.00057108676,1,Period
1968,William A. Fraker,Universal,Western,PG,The Legend of the Lone Ranger,1981-05-22,0,legendoftheloneranger,1018,Klinton Spilsbury,97,1981,9360462.22222,127418425.879,15992498.4603,1.00057065229,1,Western
1776,Ivan Reitman,Columbia,Comedy,R,Stripes,1981-06-26,0,stripes,1074,Bill Murray,106,1981,19480403.8,861352273.086,108109854.205,1.00057027602,1,Comedy
1998,Steven Kampmann,Warner Bros.,Unknown,PG-13,Stealing Home,1988-08-26,0,stealinghome,984,Jodie Foster,98,1988,4911242.22439,32702603.2995,4104552.46767,1.00057024169,1,Unknown
2269,Stan Dragoti,Columbia,Unknown,PG,She's Out of Control,1989-04-14,0,shesoutofcontrol,987,Tony Danza,99,1989,8036912.4,58398917.28,7329736.77185,1.00056936058,1,Unknown
1997,John Badham,TriStar,Sci-Fi Comedy,PG,Short Circuit,1986-05-09,0,shortcircuit,1033,Ally Sheedy,99,1986,12398814.227,218847527.603,27467925.2829,1.00056871296,1,Sci-Fi
1991,Luc Besson,Columbia,Unknown,PG,The Big Blue,1988-08-19,0,bigblue,967,Rosanna Arquette,119,1988,3384835.1122,15327626.4128,1923790.79533,1.00056857942,1,Unknown
1978,,Universal,Music Drama,PG-13,Shout,1991-10-04,0,shout,968,Jamie Walters,89,1991,3292523.92857,14805426.5543,1858248.74421,1.00056784681,1,Music
2146,Jodie Foster,Paramount,Comedy,PG-13,Home for the Holidays,1995-11-03,0,homefortheholidays,1000,Holly Hunter,103,1995,7996793.45581,69751116.9698,8754572.19224,1.00056772672,1,Comedy
5394,Rose Troche,Samuel Goldwyn,Unknown,R,Go Fish,1994-07-23,0,gofish,1078.5,Guinevere Turner,88,1994,539995.902439,10533517.1133,1322079.77004,1.00056758525,1,Unknown
1890,Jonathan Kaplan,Fox,Drama / Thriller,PG,Project X,1987-04-17,0,projectx,1022,Matthew Broderick,108,1987,7281967,89696264.24,11257925.6844,1.00056659088,1,Drama
1889,Nima Nourizadeh,Fox,Drama / Thriller,PG,Project X,1987-04-17,0,projectx,1022,Thomas Mann,108,1987,7281967,89696264.24,11257925.6844,1.00056659088,1,Drama
2350,Ron Howard,MGM,Fantasy,PG,Willow,1988-05-20,1,willow,1024,Warwick Davis,126,1988,17369621.9561,250803161.366,31478724.105,1.00056609308,1,Fantasy
5061,Robert Mandel,Paramount,Drama,PG-13,School Ties,1992-09-18,0,schoolties,595,Brendan Fraser,107,1992,3.80852078559E+11,64442014.1759,7232165.3192,1.00056586717,1,Drama
1771,Norman Jewison,Warner Bros.,Romantic Comedy,PG,Best Friends,1982-12-17,0,bestfriends,1062,Burt Reynolds,109,1982,11902208.5448,322312058.09,40453948.7113,1.00056576516,1,Romantic
2113,Joel Schumacher,Warner Bros.,Horror Thriller,R,The Lost Boys,1987-07-31,1,lostboys,1027,Jason Patric,97,1987,11519899.6,155957224.28,19574450.3509,1.00056448041,1,Horror
2107,Carroll Ballard,TriStar,Sports Drama,PG-13,Wind,1992-09-11,0,wind,982,Matthew Modine,126,1992,4613507.85366,24171969.0264,3033857.63879,1.00056370653,1,Sports
1873,John Carpenter,Columbia,Horror,R,Christine,1983-12-09,0,christine,1045,Keith Gordon,110,1983,9434966.55484,161005034.248,20208014.8918,1.00056261117,1,Horror
1848,Rob Bowman,Warner Bros.,Comedy,PG,Airborne,1993-09-17,0,airborne,982,Shane McDermott,129,1993,2641466.00488,12482218.9835,1566660.17957,1.00056222505,1,Comedy
2542,Mike Nichols,Columbia,Comedy / Drama,R,Postcards from the Edge,1990-09-14,0,postcardsfromtheedge,1013,Meryl Streep,102,1990,16081077.2571,163056165.254,20465441.1541,1.00056209226,1,Comedy
2178,Lajos Koltai,Focus Features,Drama,PG-13,Evening,2007-06-29,0,evening,977,Claire Danes,117,2007,4418663.40882,19888656.5374,2496251.69813,1.00056166709,1,Drama
1918,William Tannen,Cannon Films,Unknown,R,Hero and the Terror,1988-08-26,0,heroandtheterror,995,Chuck Norris,96,1988,3851555.72195,23215660.8971,2913831.37044,1.00056163435,1,Unknown
2091,Duncan Gibbins,Orion Pictures,Sci-Fi Action,R,Eve of Destruction,1991-01-18,0,eveofdestruction,985,Gregory Hines,100,1991,4418749.02857,22748965.8022,22716593.2452,1.0005615636,0,Sci-Fi
1850,Jonathan R. Betuel,Buena Vista,Unknown,PG,My Science Project,1985-08-09,0,myscienceproject,1003,John Stockwell,95,1985,3687237.84,24775662.5198,3109630.3945,1.00056090814,1,Unknown
2089,Scott Frank,Miramax,Crime Drama,R,The Lookout,2007-03-30,0,lookout,955,Joseph Gordon-Levitt,98,2007,2545982.51471,7324362.1452,18369512.7834,1.00056063818,0,Crime
1817,Blake Edwards,MGM,Comedy,PG,Son of the Pink Panther,1993-08-27,0,sonofthepinkpanther,983,Roberto Benigni,93,1993,2364080.88293,10676922.386,1340074.72777,1.00056048869,1,Comedy
2003,Tamar Simon Hoffs,Universal,Unknown,PG-13,The Allnighter,1987-05-01,0,allnighter,977,Susanna Hoffs,95,1987,3123078.2,13068000,1640181.54295,1.00056033821,1,Unknown
2159,Blake Edwards,Warner Bros.,Fantasy Comedy,R,Switch,1991-05-10,0,switch,1013,Ellen Barkin,104,1991,7703595.9,64877344.5729,8142856.7705,1.00055951299,1,Fantasy
2158,Josh Gordon and Will Speck,Warner Bros.,Fantasy Comedy,R,The Switch,1991-05-10,0,switch,1013,Jennifer Aniston,104,1991,7703595.9,64877344.5729,8142856.7705,1.00055951299,1,Fantasy
2181,Hugh Wilson,Warner Bros.,Comedy,R,Police Academy,1984-03-23,0,policeacademy,1063,Steve Guttenberg,97,1984,22282018.2,548904523.44,68893959.8238,1.00055907454,1,Comedy
2182,Alan Metter,Warner Bros.,Comedy,R,Police Academy: Mission to Moscow,1984-03-23,0,policeacademy,1063,George Gaynes,97,1984,22282018.2,548904523.44,68893959.8238,1.00055907454,1,Comedy
2074,Michael Dinner,MGM,Comedy,R,Heaven Help Us,1985-02-08,0,heavenhelpus,1003,Kevin Dillon,104,1985,5480626.98857,36482448.9325,4578966.52122,1.00055900363,1,Comedy
1952,David Barrett,Paramount,Unknown,PG-13,Fire with Fire,1986-05-09,0,firewithfire,1000,Josh Duhamel,103,1986,4104586.2,24930465.4179,3129059.05106,1.00055883143,1,Unknown
1951,Duncan Gibbins,Paramount,Unknown,PG-13,Fire with Fire,1986-05-09,0,firewithfire,1000,Craig Sheffer,103,1986,4104586.2,24930465.4179,3129059.05106,1.00055883143,1,Unknown
1721,Gene Wilder,Orion Pictures,Romantic Comedy,PG-13,The Woman in Red,1984-08-17,0,womaninred,1065,Gene Wilder,87,1984,8215508.6,171083073.72,21472930.7855,1.00055864239,1,Romantic
2249,Larry Peerce,Universal,Unknown,PG,Hard to Hold,1984-04-06,0,hardtohold,1017,Rick Springfield,93,1984,8866002.6,75129328.56,9429599.40431,1.00055692349,1,Unknown
2169,Peter Yates,TriStar,Thriller,R,Suspect,1987-10-23,0,suspect,1029,Cher,121,1987,9134433,90906816,11409860.0843,1.00055518538,1,Thriller
5030,Rob Zombie,Lions Gate,Horror,R,House of 1000 Corpses,2003-04-11,1,houseof1000corpses,595,Sid Haig,88,2003,1.60164550264E+11,25837233.7938,9054347.82609,1.00055513554,0,Horror
1893,John Hughes,Universal,Comedy / Drama,R,The Breakfast Club,1985-02-15,1,breakfastclub,1071,Emilio Estevez,100,1985,12520914.12,275686933.748,34601942.7529,1.00055481195,1,Comedy
2768,F. Gary Gray,New Line,Crime Drama,R,Set It Off,1996-11-08,0,setitoff,1014,Jada Pinkett,123,1996,17183604.75,138643481.047,13652007.6482,1.000554504,0,Crime
2495,Risa Bramon Garcia,Paramount,Comedy,R,200 Cigarettes,1999-02-26,0,200cigarettes,976,Ben Affleck,101,1999,5567179.332,20178108.0072,8571428.57143,1.00055435255,0,Comedy
2048,Bob Swaim,MGM,Romantic Thriller,R,Masquerade,1988-03-11,0,masquerade,1030,Rob Lowe,91,1988,7324932.24878,69437773.7286,8715245.41958,1.00055412529,1,Romantic
2368,Hugh Wilson,Warner Bros.,Comedy,R,Burglar,1987-03-20,0,burglar,1019,Whoopi Goldberg,102,1987,9921458.8,79072798.2,9924549.11344,1.00055350697,1,Comedy
2162,Michael Apted,TriStar,Action / Crime,R,Thunderheart,1992-04-03,0,thunderheart,1035,Val Kilmer,119,1992,9432611.34146,99238752.2445,12455615.9595,1.00055350163,1,Action
2456,Noel Black,Universal,Comedy,R,Private School,1983-07-29,0,privateschool,1024,Phoebe Cates,89,1983,12210892.7032,107625031.889,13508186.9994,1.00055301671,1,Comedy
2293,Neil Jordan,Cannon Films,Unknown,R,The Company of Wolves,1985-04-19,1,companyofwolves,995,Angela Lansbury,95,1985,5478393.73714,26377711.6307,4423791.82156,1.00055301119,0,Unknown
5320,Nicolas Roeg,United Artists,Unknown,R,Eureka,1984-10-05,0,eureka,950.25,Gene Hackman,130,1984,431797.826087,835346.72,104844.922913,1.00055250776,1,Unknown
2173,John Erman,Buena Vista,Drama,PG-13,Stella,1990-02-02,0,stella,1033,Bette Midler,109,1990,8808097.25714,84467423.9738,10601640.9561,1.0005520727,1,Drama
5423,Sande Zeig,Artistic License,Unknown,Unrated,The Girl,2001-04-20,0,girl,873.25,Claire Keim,84,2001,386101.532143,246208.82912,30901.2522422,1.00055206795,1,Unknown
2281,David Ayer,MGM,Crime,R,Harsh Times,2006-11-10,0,harshtimes,956,Christian Bale,115,2006,2598426.6,5816010.9744,729972.325996,1.00055111775,1,Crime
1505,Adrian Lyne,Paramount,Music Drama,R,Flashdance,1983-04-15,0,flashdance,1140,Jennifer Beals,95,1983,11281659.329,711813158.016,89340945.0058,1.00055020926,1,Music
2140,Paul Flaherty,Orion Pictures,Comedy,PG,Clifford,1994-04-01,0,clifford,1014,Martin Short,90,1994,5380377.79024,32445278.728,4072254.1359,1.00054987294,1,Comedy
2347,Costa Gavras,United Artists,Romantic Thriller,R,Betrayed,1988-08-26,0,betrayed,1036,Debra Winger,127,1988,11582554.2585,113057181.147,14189987.3928,1.00054985191,1,Romantic
2303,Amy Holden-Jones,Buena Vista,Thriller,R,The Rich Man's Wife,1996-09-13,0,richmanswife,1006,Halle Berry,95,1996,6107694.45,32486989.5675,4077487.70475,1.00054978473,1,Thriller
2376,Peter R. Hunt,Cannon Films,Unknown,PG-13,Assassination,1987-01-09,0,assassination,1000,Charles Bronson,88,1987,6132387.8,29406838.12,3690892.21182,1.00054975289,1,Unknown
1879,Neal Israel,Fox,Comedy,R,Bachelor Party,1984-06-29,0,bachelorparty,1081,Tom Hanks,105,1984,11891178,259827001.72,32611335.1141,1.00054974295,1,Comedy
2016,Jerry Zucker,Paramount,Romance,PG-13,Ghost,1990-07-13,0,ghost,1101,Demi Moore,128,1990,24905574.5714,908233178.855,40061208.8753,1.00054968521,0,Romance
1954,Richard Donner,Warner Bros.,Romantic Adventure,PG-13,Ladyhawke,1985-04-12,0,ladyhawke,1056,Matthew Broderick,121,1985,8458742.53714,110767141.616,13902567.3677,1.00054947026,1,Romantic
3145,Rob Hardy,Sony / Screen Gems,Music Drama,PG,The Gospel,2005-10-07,0,gospel,969,Boris Kodjoe,93,2005,10086287.3719,28357684.2991,4874551.97133,1.00054865563,0,Music
1746,Ken Kwapis,Columbia,Unknown,PG,Vibes,1988-08-05,0,vibes,1003,Cyndi Lauper,99,1988,1917906.23415,8249814.64011,1035445.00173,1.00054838188,1,Unknown
2223,Joseph Sargent,Universal,Unknown,R,Nightmares,1983-09-02,1,nightmares,1025,Lance Henriksen,99,1983,7120708.06452,51100046.5299,23895582.3293,1.00054834845,1,Unknown
1932,Peter Yates,Columbia,Romantic Comedy,PG-13,The Year of the Comet,1992-04-24,0,yearofthecomet,1001,Tim Daly,89,1992,2827086.98049,12224942.5845,42409123.3072,1.00054833884,1,Romantic
2127,Bill Paxton,Buena Vista,Sports Drama,PG,The Greatest Game Ever Played,2005-09-30,0,greatestgameeverplayed,1014,Shia LaBeouf,115,2005,4903097.30625,27565518.9952,3459787.64646,1.00054797478,1,Sports
2217,Joel Silberg,Cannon Films,Music Drama,PG,Breakin',1984-05-04,1,breakin,1069,Lucinda Dickey,86,1984,15723983.6,261495099.32,32820692.4772,1.00054671508,1,Music
5199,Steve Rash,Columbia,Music Drama,PG,The Buddy Holly Story,1978-05-19,0,buddyhollystory,1231.24288618,Gary Busey,113,1978,1472622.17143,199883137.951,25087694.6383,1.00054621066,1,Music
5366,Anthony Hickox,Vestron,Unknown,R,Waxwork,1988-06-17,0,waxwork,1062.5,Deborah Foreman,97,1988,444745.346341,3538991.28314,444184.26408,1.0005452738,1,Unknown
1736,"Jim Abrahams, David Zucker, Jerry Zucker",Buena Vista,Comedy,R,Ruthless People,1986-06-27,0,ruthlesspeople,1111,Bette Midler,93,1986,12230687.9676,385154546.56,30401459.854,1.00054483608,1,Comedy
2049,Mike Binder,Buena Vista,Comedy / Drama,PG-13,Indian Summer,1993-04-23,0,indiansummer,1047,Alan Arkin,98,1993,7049643.99512,65273397.7706,8192567.6011,1.00054458656,1,Comedy
1942,Jack Sholder,New Line,Unknown,R,The Hidden,1987-10-30,1,hidden,1045,Kyle MacLachlan,98,1987,5483759.6,47180261.92,5921668.57344,1.00054445782,1,Unknown
2160,Martin Scorsese,Warner Bros.,Crime Drama,R,Goodfellas,1990-09-19,0,goodfellas,1070,Robert De Niro,146,1990,13010754.9,195459946.956,24532505.9177,1.00054422225,1,Crime
1443,Garry Marshall,MGM,Romantic Comedy,PG,Overboard,1987-12-18,0,overboard,1126,Goldie Hawn,112,1987,4136013.2,129291825.08,16227643.9613,1.00054404583,1,Romantic
2339,Michael Ritchie,Warner Bros.,Sports Comedy,R,Wildcats,1986-02-14,0,wildcats,1054,Goldie Hawn,107,1986,12691222.9459,141347488.774,17740753.1142,1.00054392121,1,Sports
2083,Arthur Hiller,Buena Vista,Comedy,R,Outrageous Fortune,1987-01-30,0,outrageousfortune,1081,Bette Midler,100,1987,14090522.6,255865346.44,23045774.6479,1.00054364224,1,Comedy
2040,Mark Goldblatt,New World,Action Comedy,R,Dead Heat,1988-05-06,0,deadheat,1012,Treat Williams,84,1988,3488577.77561,15715748.1896,1972504.43566,1.00054304553,1,Action
1972,John Carpenter,Fox,Unknown,PG-13,Big Trouble in Little China,1986-07-04,1,bigtroubleinlittlechina,1053,Kurt Russell,99,1986,6314905.50811,59688972.973,7491657.89025,1.00054258175,1,Unknown
2152,John Byrum,Columbia,Unknown,PG-13,The Razor's Edge,1984-10-19,0,razorsedge,1036,Bill Murray,128,1984,6269408.6,44291432.12,5559084.49969,1.00054253747,1,Unknown
2011,Joseph Kosinski,Buena Vista,Sci-Fi Adventure,PG,Tron: Legacy,1982-07-09,0,tron,1091,Jeff Bridges,96,1982,14088345.2069,288863400.713,41927461.1399,1.00054204353,0,Sci-Fi
2012,Steven Lisberger,Buena Vista,Sci-Fi Adventure,PG,Tron,1982-07-09,1,tron,1091,Jeff Bridges,96,1982,14088345.2069,288863400.713,41927461.1399,1.00054204353,0,Sci-Fi
2143,J. Lee Thompson,Cannon Films,Unknown,R,Death Wish 4: The Crackdown,1987-11-06,0,deathwish4,1030,Charles Bronson,99,1987,5426425.4,33300700.4,4179619.56981,1.00054185393,1,Unknown
2225,Bob Rafelson,Fox,Romantic Comedy,PG-13,Man Trouble,1992-07-17,0,mantrouble,1009,Jack Nicholson,100,1992,4257511.09756,17937833.6045,2251400.70876,1.00054184094,1,Romantic
2410,Spike Lee,Universal,Comedy / Drama,PG-13,Crooklyn,1994-05-13,0,crooklyn,1033,Alfre Woodard,114,1994,8809096.46341,59746479.0315,7498869.97438,1.00054159267,1,Comedy
5315,Tim Hunter,Buena Vista,Unknown,PG,Tex,1982-07-30,0,tex,1091,Matt Dillon,103,1982,4047075.0878,64775429.2507,8130073.4112,1.00054147795,1,Unknown
2193,William Tannen,TriStar,Unknown,R,Flashpoint,1984-08-31,0,flashpoint,1022,Kris Kristofferson,95,1984,4982177.2,26058671.08,3270660.23297,1.00054134152,1,Unknown
5137,Sydney Pollack,Columbia,Romance,PG,The Way We Were,1973-10-16,0,waywewere,1231.24288618,Barbra Streisand,118,1973,6200767.85714,1146276124.57,143871197.378,1.00054132635,1,Romance
2847,John Derek,Cannon Films,Unknown,R,Bolero,1984-08-31,0,bolero,1015,Bo Derek,105,1984,11906024,60264595.56,7563892.76558,1.0005412568,1,Unknown
2287,Ernest R. Dickerson,New Line,Action,R,Surviving the Game,1994-04-15,0,survivingthegame,1025,Ice-T,96,1994,6084408.6439,33840140.904,4247324.25435,1.00054100652,1,Action
2301,Alan Alda,Buena Vista,Comedy,R,Betsy's Wedding,1990-06-22,0,betsyswedding,1048,Alan Alda,106,1990,9524796.91429,82380549.2714,10339711.8872,1.00054078404,1,Comedy
2697,Joel Schumacher,Universal,Action / Crime,R,Trespass,1992-12-25,1,trespass,1022,Nicolas Cage,102,1992,10490431.1707,58023977.8925,7282671.92914,1.00054061628,1,Action
2696,Walter Hill,Universal,Action / Crime,R,Trespass,1992-12-25,1,trespass,1022,Bill Paxton,102,1992,10490431.1707,58023977.8925,7282671.92914,1.00054061628,1,Action
1966,Rachel Talalay,Fox,Horror,R,Ghost in the Machine,1993-12-31,0,ghostinthemachine,1031,Karen Allen,104,1993,3880736.09268,22277211.6423,2796044.82378,1.00054044899,1,Horror
1766,John Frankenheimer,Cannon Films,War Drama,R,The Fourth War,1990-03-23,0,fourthwar,1005,Roy Scheider,91,1990,1586174.38571,5449812.91081,684012.41309,1.00054013174,1,War
5311,Jack Hofsiss,Paramount,Unknown,R,I'm Dancing as Fast as I Can,1982-03-05,0,imdancingasfastasican,902.818181818,Jill Clayburgh,107,1982,3665199.96207,2550663.8283,41927461.1399,1.00054008531,1,Unknown
2342,Marc Rocco,Vestron,Comedy,PG-13,Dream a Little Dream,1989-03-03,0,dreamalittledream,1019,Corey Feldman,114,1989,5651718.6,26873814.44,3372968.86086,1.00053950133,1,Comedy
1852,Amy Heckerling,Fox,Crime Comedy,PG-13,Johnny Dangerously,1984-12-21,0,johnnydangerously,1086,Michael Keaton,90,1984,7664139.6,115760910.2,14529346.1753,1.00053890757,1,Crime
2271,Jez Butterworth,Miramax,Crime,R,Birthday Girl,2002-02-01,0,birthdaygirl,1000,Nicole Kidman,100,2002,3507162.27931,11253802.9681,1412477.49454,1.00053828864,1,Crime
2151,Blake Edwards,TriStar,Unknown,R,Sunset,1988-04-29,0,sunset,1023,Bruce Willis,106,1988,4251657.86341,20120583.9508,32189349.1124,1.00053815477,0,Unknown
5187,Franklin J. Schaffner,Paramount,Unknown,PG,Islands in the Stream,1977-03-04,0,islandsinthestream,1122,George C. Scott,104,1977,3665199.96207,85117791.33,10683281.3116,1.00053802979,1,Unknown
2265,Billy Crystal,Sony / Columbia,Romantic Comedy,PG-13,Forget Paris,1995-05-19,0,forgetparis,1069,Billy Crystal,101,1995,11598276.3907,132094234.32,16579362.6932,1.00053731789,1,Romantic
2353,Paul Schrader,TriStar,Unknown,PG-13,Light of Day,1987-02-06,0,lightofday,1041,Michael J. Fox,87,1987,7779879.8,50769746.28,6372186.15441,1.00053671657,1,Unknown
1973,Arthur Hiller,Buena Vista,Comedy,R,Taking Care of Business,1990-08-17,0,takingcareofbusiness,1074,James Belushi,108,1990,7395253.17143,83487987.8194,10478713.3101,1.0005365395,1,Comedy
2329,Stan Dragoti,Fox,Unknown,PG,The Man with One Red Shoe,1985-07-19,0,manwithoneredshoe,1044,Tom Hanks,92,1985,7695071.05714,51954615.0481,6520901.38957,1.00053624192,1,Unknown
1582,Chris Columbus,Buena Vista,Comedy,PG-13,Adventures in Babysitting,1987-07-03,0,adventuresinbabysitting,1126,Elisabeth Shue,99,1987,6382853.4,166343419,23045774.6479,1.00053611548,1,Comedy
2210,Gene Wilder,Orion Pictures,Unknown,PG,Haunted Honeymoon,1986-07-25,0,hauntedhoneymoon,1046,Gilda Radner,84,1986,6418774.52432,43198668.1455,5421929.36038,1.00053578536,1,Unknown
1765,Phil Roman,Miramax,Animation,G,Tom and Jerry: The Movie,1993-07-30,0,tomandjerry,1045,,84,1993,2628225.6,15592439.6247,1957029.68621,1.00053573164,1,Animation
1764,Phil Roman,Miramax,Animation,G,Tom and Jerry: The Movie,1993-07-30,0,tomandjerry,1045,Richard Kind,84,1993,2628225.6,15592439.6247,1957029.68621,1.00053573164,1,Animation
2175,John Howley,1st National Film Group,Animation,G,Happily Ever After,1993-05-28,0,happilyeverafter,1018,Irene Cara,74,1993,3674855.85366,14449055.6255,1813519.11824,1.00053525987,1,Animation
2000,Daniel Petrie,Orion Pictures,Romantic Comedy,R,The Favor,1994-04-29,0,favor,1029,Harley Jane Kozak,96,1994,3112317.57073,13726463.1439,1722826.47973,1.00053376161,1,Romantic
2247,Russell Mulcahy,Fox,Action Fantasy,R,Highlander,1986-03-07,1,highlander,1040,Christopher Lambert,111,1986,5688356.80541,31726571.2198,3982047.15078,1.00053352437,1,Action
