,director,distributor,genre_bomojo,rating,title,releaseDate,isCult,canontitle,num_theaters,leadActor,runtime_mins,releaseYear,rev_opening_ADJ,rev_totalGross_ADJ,prod_budget_ADJ,CULT_INDEX,is_missing_prodbudgetADJ,genre,lifetimeRevenue
4472,Pete Travis,Sony / Columbia,Thriller,PG-13,Vantage Point,2008-02-22,0.0,vantagepoint,3149.0,Dennis Quaid,90.0,2008,27643232.5183,105534324.321,44216754.9918,0.000315129438246,0,Thriller,27431557.2583
3569,Rod Lurie,DreamWorks,Action Drama,R,The Last Castle,2001-10-19,0.0,lastcastle,2262.0,Robert Redford,133.0,2001,10860154.9179,42827232.7355,96758893.2806,0.000314743553963,0,Action,7731886.4148
4236,Iain Softley,Universal,Horror,PG-13,The Skeleton Key,2005-08-12,0.0,skeletonkey,2771.0,Kate Hudson,104.0,2005,21527682.5156,86103357.1906,52401433.6918,0.000314647152393,0,Horror,18769712.1072
3956,Sam Peckinpah,Open Road Films,Action Thriller,R,The Killer Elite,2011-09-23,0.0,killerelite,2986.0,James Caan,100.0,2011,10156990.9671,29636429.2108,74064524.1599,0.000314539527016,0,Action,9539598.5522
3957,Gary McKendry,Open Road Films,Action Thriller,R,Killer Elite,2011-09-23,0.0,killerelite,2986.0,Jason Statham,100.0,2011,10156990.9671,29636429.2108,74064524.1599,0.000314539527016,0,Action,9539598.5522
3200,Howard Zieff,Universal,Sci-Fi Horror,R,Slither,2006-03-31,1.0,slither,1945.0,James Caan,96.0,2006,5121956.4,13594988.88,17708333.3333,0.000314223789938,0,Sci-Fi,3130361.87345
3199,James Gunn,Universal,Sci-Fi Horror,R,Slither,2006-03-31,1.0,slither,1945.0,Nathan Fillion,96.0,2006,5121956.4,13594988.88,17708333.3333,0.000314223789938,0,Sci-Fi,3130361.87345
3431,Catherine Hardwicke,Sony / Columbia,Sports Drama,PG-13,Lords of Dogtown,2005-06-03,1.0,lordsofdogtown,1865.0,Heath Ledger,107.0,2005,7538834.42812,20261614.6699,30465949.8208,0.000314143831817,0,Sports,4416839.09419
4410,Peter and Bobby Farrelly,Fox,Fantasy Comedy,PG-13,Shallow Hal,2001-11-09,0.0,shallowhal,2770.0,Jack Black,113.0,2001,34501244.8393,166292318.358,53754940.7115,0.000314139903306,0,Fantasy,30021863.0782
4228,Mark Tonderai,Relativity,Thriller,PG-13,House at the End of the Street,2012-09-21,0.0,houseattheendofthestreet,3083.0,Jennifer Lawrence,101.0,2012,13344869.3316,37288182.2308,10366124.5503,0.000314107876884,0,Thriller,12923099.1907
4457,D. J. Caruso,Buena Vista,Sci-Fi Adventure,PG-13,I Am Number Four,2011-02-18,0.0,iamnumberfour,3154.0,Alex Pettyfer,104.0,2011,21124061.0051,64994324.7936,63483877.8513,0.000314007887732,0,Sci-Fi,20920866.0832
4551,Tim Burton,Paramount,Period Horror,R,Sleepy Hollow,1999-11-19,0.0,sleepyhollow,3064.0,Johnny Depp,105.0,1999,51583761.372,297620804.793,142857142.857,0.000313828135237,0,Period,49601366.8005
4418,Jeff Tremaine,Paramount,Comedy,R, Jackass: The Movie,2002-10-25,0.0,jackass,2509.0,Johnny Knoxville,80.0,2002,33674187.8379,140613696.502,6614785.99222,0.000313726079909,0,Comedy,26506257.5998
4299,Gideon Amir,Fox,Action Thriller,PG-13,Behind Enemy Lines,2001-11-30,0.0,behindenemylines,2770.0,David Carradine,108.0,2001,28706432.3464,138164062.352,53754940.7115,0.000313690636465,0,Action,24943681.1225
4298,John Moore,Fox,Action Thriller,PG-13,Behind Enemy Lines,2001-11-30,0.0,behindenemylines,2770.0,Gene Hackman,108.0,2001,28706432.3464,138164062.352,53754940.7115,0.000313690636465,0,Action,24943681.1225
3492,Paul Feig,Warner Bros.,Comedy,PG,Unaccompanied Minors,2006-12-08,0.0,unaccompaniedminors,2775.0,Lewis Black,89.0,2006,7676425.68,29020062.2976,29513888.8889,0.000313683728939,0,Comedy,6682116.28442
1521,Mike Binder,Buena Vista,Unknown,R,Crossing the Bridge,1992-09-11,0.0,crossingthebridge,1740.0,Josh Charles,104.0,1992,509976.365854,2100655.5792,263655.974568,0.000313476912869,1,Unknown,278166.521239
3460,Renny Harlin,Fox,Action / Adventure,PG-13,12 Rounds,2009-03-27,0.0,12rounds,2331.0,John Cena,108.0,2009,6096650.56,16011984.4868,2009679.73236,0.000313210510155,1,Action,4451126.15991
3987,Damien Dante Wayans,Paramount,Comedy,PG-13, Dance Flick,2009-05-22,0.0,danceflick,2450.0,Shoshana Bush,83.0,2009,12176205.184,33584986.0861,27734143.7607,0.000312962191054,0,Comedy,9336195.04011
4591,Tyler Perry,Lionsgate,Comedy / Drama,PG-13,Why Did I Get Married Too?,2010-04-02,0.0,whydidigetmarriedtoo,2155.0,Tyler Perry,121.0,2010,32218490.7,72715980.92,21829254.8703,0.000312756150296,0,Comedy,21714924.5629
4524,Jon Hurwitz and Hayden Schlossberg,Universal,Comedy,R,American Reunion,2012-04-06,0.0,americanreunion,3192.0,Jason Biggs,113.0,2012,23365924.8608,67248564.8861,51830622.7515,0.000312487484253,0,Comedy,23306576.5738
2831,Marcel Langenegger,Fox,Thriller,R,Deception,2008-04-25,0.0,deception,2001.0,Ewan McGregor,108.0,2008,2794114.46197,6715442.51335,53060105.9902,0.000312205164357,1,Thriller,1745546.26663
4074,Bille Woodruff,MGM,Comedy,PG-13,Beauty Shop,2005-03-30,0.0,beautyshop,2659.0,Queen Latifah,105.0,2005,17161964.0156,65333386.7711,913978.494624,0.000312095404493,1,Comedy,14242056.2995
4149,John Pasquin,Warner Bros.,Action Comedy,PG-13,Miss Congeniality 2: Armed and Fabulous,2005-03-24,0.0,misscongeniality2,3233.0,Sandra Bullock,107.0,2005,18826685.1094,87128327.1704,39605734.767,0.000312045079536,1,Action,18993145.8044
3182,Dean Semler,Fox,Action,R,Firestorm,1998-01-09,0.0,firestorm,2037.0,Howie Long,89.0,1998,7179796.22609,28407065.8165,27742331.2883,0.000311892139819,0,Action,4561498.93115
4336,Gore Verbinski,DreamWorks,Crime Comedy,R,The Mexican,2001-03-02,0.0,mexican,2951.0,Brad Pitt,123.0,2001,30809598.7179,156916157.121,76600790.5138,0.000311585948525,0,Crime,28329122.0565
4579,D. J. Caruso,Paramount (DreamWorks),Thriller,PG-13, Eagle Eye,2008-09-26,0.0,eagleeye,3510.0,Shia LaBeouf,118.0,2008,35227209.3211,148139303.967,88433509.9836,0.000311416537811,0,Thriller,38505877.828
3623,Robert Redford,United Artists,War Drama,R,Lions for Lambs,2007-11-09,0.0,lionsforlambs,2215.0,Robert Redford,88.0,2007,8456894.66471,23885296.3063,40183309.2137,0.000311299139524,0,War,5831262.23125
3444,Tsui Hark,Sony / Columbia,Action Comedy,R,Knock Off,1998-09-04,0.0,knockoff,1800.0,Jean-Claude Van Damme,91.0,1998,10288969.9957,35903354.9436,4506272.56826,0.00031129477173,1,Action,5765224.61904
4497,Tyler Perry,Lionsgate,Comedy / Drama,PG-13, I Can Do Bad All By Myself,2009-09-11,0.0,icandobadallbymyself,2255.0,Tyler Perry,113.0,2009,26823122.04,67706044.8339,8497849.13357,0.000311168994036,1,Comedy,18821411.3992
4475,Robert Schwentke,Buena Vista,Thriller,PG-13,Flightplan,2005-09-23,0.0,flightplan,3424.0,Jodie Foster,93.0,2005,33019510.6313,161228720.852,20236037.1936,0.000310867661558,1,Thriller,35146326.1428
4389,Stephen Hopkins,New Line,Sci-Fi Adventure,PG-13,Lost In Space,1998-04-03,0.0,lostinspace,3306.0,William Hurt,130.0,1998,37593305.4391,240462713.778,116809815.951,0.000310681634642,0,Sci-Fi,38612590.9294
4147,Joel Schumacher,Sony / Columbia,Thriller,R,8mm,1999-02-26,0.0,8mm,2370.0,Nicolas Cage,124.0,1999,24457955.808,107960850.495,57142857.1429,0.000310404602744,0,Thriller,17992713.0739
4030,Joel and Ethan Coen,Universal,Romantic Comedy,PG-13,Intolerable Cruelty,2003-10-10,0.0,intolerablecruelty,2564.0,George Clooney,100.0,2003,17910857.25,72241466.4972,9067118.22819,0.000310375621801,1,Romance,14253515.6211
4271,Catherine Hardwicke,Warner Bros.,Drama / Thriller,PG-13,Red Riding Hood,2011-03-11,0.0,redridinghood,3030.0,Amanda Seyfried,100.0,2011,15210857.5063,44424816.258,44438714.4959,0.00031026553579,0,Drama,14299796.7077
4514,Alex Proyas,Summit Entertainment,Drama / Thriller,PG-13, Knowing,2009-03-20,0.0,knowing,3332.0,Nicolas Cage,122.0,2009,28147835.144,104643434.091,55468287.5215,0.000310160676405,0,Drama,29089531.4898
3439,Akiva Schaffer,Paramount,Action Comedy,PG-13,Hot Rod,2007-08-03,1.0,hotrod,2607.0,Andy Samberg,88.0,2007,6700867.70294,22190523.8721,2785158.1443,0.000310118317526,1,Action,5417507.15953
2949,Gary Fleder,Miramax,Sci-Fi Thriller,PG-13,Impostor,2002-01-04,0.0,impostor,1870.0,Gary Sinise,95.0,2002,4471249.54138,13754222.0715,39688715.9533,0.000310088961064,0,Sci-Fi,2592727.18364
4496,Joe Carnahan,Open Road Films,Action Drama,R,The Grey,2012-01-27,0.0,grey,3185.0,Liam Neeson,117.0,2012,21357793.238,60842033.0952,25915311.3757,0.00030997978225,0,Action,21086241.8497
2415,Farhad Mann,New Line,Horror,PG-13,The Lawnmower Man 2: Beyond Cyberspace,1996-01-12,0.0,lawnmowerman2,1589.0,Patrick Bergin,92.0,1996,2785883.1,9161078.0625,1149817.38827,0.000309979376465,1,Horror,1372206.86062
3393,Douglas McGrath,Weinstein Company,Comedy,PG-13,I Don't Know How She Does It,2011-09-16,0.0,idontknowhowshedoesit,2476.0,Sarah Jessica Parker,95.0,2011,4781124.63038,11397253.0662,25393551.1405,0.000309901522346,0,Comedy,3668634.23647
4168,Kevin Donovan,DreamWorks,Action Comedy,PG-13,The Tuxedo,2002-09-27,0.0,tuxedo,3022.0,Jackie Chan,99.0,2002,22265141.4207,110617171.224,79377431.9066,0.000309901315146,0,Action,20851789.7499
3497,Karey Kirkpatrick,Paramount,Fantasy Comedy,PG,Imagine That,2009-06-12,0.0,imaginethat,3008.0,Eddie Murphy,107.0,2009,6296025.736,21101173.2497,61015116.2736,0.000309732672548,0,Fantasy,5865855.31195
4719,"Joe Ranft, John Lasseter",Buena Vista,Animation,G,Cars,2006-06-09,0.0,cars,3985.0,Paul Newman,116.0,2006,79357751.88,425290187.837,141666666.667,0.000309658759502,0,Animation,97926684.671
4390,Kevin Rodney Sullivan,Sony / Columbia,Comedy,PG-13,Guess Who,2005-03-25,0.0,guesswho,3147.0,Bernie Mac,104.0,2005,27712657.2937,123860829.525,15545936.7886,0.000309596895112,1,Comedy,27000481.6004
3455,Stephen Herek,Warner Bros.,Music Drama,R,Rock Star,2001-09-07,0.0,rockstar,2525.0,Mark Wahlberg,105.0,2001,9221410.15714,39926291.1679,76600790.5138,0.000309574870314,0,Music,7208160.0551
3352,"Bobby Farrelly, Peter Farrelly, Tom Sito, Piet Kroon",Warner Bros.,Family Comedy,PG,Osmosis Jones,2001-08-10,0.0,osmosisjones,2305.0,Bill Murray,96.0,2001,8076304.97143,31918228.2826,47035573.1225,0.000309542715788,1,Family,5762410.96797
3890,Christian Duguay,Warner Bros.,Action Thriller,R,The Art of War,2000-08-25,0.0,artofwar,2630.0,Wesley Snipes,117.0,2000,16854022.6302,79168683.0695,82926829.2683,0.000309499227406,0,Action,13718887.3646
3130,John Carpenter,Sony / Screen Gems,Sci-Fi Horror,R,Ghosts of Mars,2001-08-24,0.0,ghostsofmars,2048.0,Ice Cube,98.0,2001,5828963.95714,20445546.623,37628458.498,0.000309202399708,0,Sci-Fi,3691171.1096
3157,Ron Shelton,United Artists,Action / Crime,R,Dark Blue,2003-02-21,0.0,darkblue,2176.0,Kurt Russell,113.0,2003,5549383.84,18915940.5149,19402173.913,0.00030907204516,0,Action,3732186.88227
3156,Ron Shelton,United Artists,Action / Crime,R,Dark Blue,2003-02-21,0.0,darkblue,2176.0,Kurt Russell,113.0,2003,5549383.84,18915940.5149,19402173.913,0.00030907204516,0,Action,3732186.88227
4709,Jennifer Yuh,Paramount (DreamWorks),Animation,PG,Kung Fu Panda 2,2011-05-26,0.0,kungfupanda2,3925.0,Jack Black,91.0,2011,51758363.438,194921344.68,158709694.628,0.000308847026918,0,Animation,62742760.414
3740,Vincenzo Natali,Warner Bros.,Sci-Fi Horror,R,Splice,2010-06-04,1.0,splice,2450.0,Adrien Brody,104.0,2010,8123804.7,20582305.7,32743882.3055,0.000308813959425,0,Sci-Fi,6146423.52275
4486,David Bowers,Fox,Comedy,PG,Diary of a Wimpy Kid: Rodrick Rules,2010-03-19,0.0,diaryofawimpykid,3077.0,Zachary Gordon,120.0,2010,24338782.6,77444386.25,16371941.1527,0.000308810495722,0,Comedy,23126952.067
4485,David Bowers,Fox,Comedy,PG,Diary of a Wimpy Kid: Dog Days,2010-03-19,0.0,diaryofawimpykid,3077.0,Zachary Gordon,120.0,2010,24338782.6,77444386.25,16371941.1527,0.000308810495722,0,Comedy,23126952.067
4484,Thor Freudenthal,Fox,Comedy,PG,Diary of a Wimpy Kid,2010-03-19,0.0,diaryofawimpykid,3077.0,Zachary Gordon,120.0,2010,24338782.6,77444386.25,16371941.1527,0.000308810495722,0,Comedy,23126952.067
3544,Michael Lehmann,TriStar,Action Comedy,R,Hudson Hawk,1991-05-24,1.0,hudsonhawk,2071.0,Bruce Willis,95.0,1991,14469189.4286,71855615.9021,113582966.226,0.000308745495029,0,Action,9251772.19633
3930,Harold Ramis,Warner Bros.,Crime Comedy,R,Analyze That,2002-12-06,0.0,analyzethat,2635.0,Robert De Niro,100.0,2002,16323334.6138,70313349.8657,79377431.9066,0.000308154898101,0,Crime,13254354.3809
3980,Alister Grierson,Universal,Thriller,R,Sanctum,2011-02-04,0.0,sanctum,2787.0,Richard Roxburgh,103.0,2011,10261169.5443,27376796.1654,31741938.9257,0.000308143501611,0,Thriller,8812250.73392
4786,Tim Burton,Sony / Columbia,Fantasy Drama,PG-13,Big Fish,2003-12-10,0.0,bigfish,6.0,Ewan McGregor,125.0,2003,14586560565.7,136619141.216,90543478.2609,0.000307994416574,0,Fantasy,26955475.2676
3518,Robert Kurtzman,Live,Horror,R,Wishmaster,1997-09-19,0.0,wishmaster,2502.0,Tammy Lauren,90.0,1997,11513437.1733,57216371.0722,7181305.42166,0.000307805918362,1,Horror,8866848.06482
3649,David Bowers,Summit Entertainment,Animation,PG,Astro Boy,2009-10-23,0.0,astroboy,3014.0,Freddie Highmore,94.0,2009,7668143.912,25587185.2213,72108773.7779,0.000307761119585,0,Animation,7112909.05827
3926,Brian De Palma,Universal,Crime Drama,R,The Black Dahlia,2006-09-15,0.0,blackdahlia,2226.0,Josh Hartnett,119.0,2006,13207781.4,39282547.392,59027777.7778,0.000307652394392,0,Crime,9045140.80397
4043,John Whitesell,Warner Bros.,Comedy,PG-13, Malibu's Most Wanted,2003-04-18,0.0,malibusmostwanted,2503.0,Jamie Kennedy,80.0,2003,18043967.37,70410407.8249,19402173.913,0.000307595104788,0,Comedy,13892240.793
3720,Nimród Antal,Sony / Screen Gems,Horror Thriller,R, Vacancy,2007-04-20,0.0,vacancy,2551.0,Luke Wilson,80.0,2007,9593671.48235,30827767.0084,21813796.4303,0.000307523780819,0,Horror,7526169.70392
3863,Bob Dolman,Fox Searchlight,Comedy,R,The Banger Sisters,2002-09-20,0.0,bangersisters,2738.0,Goldie Hawn,94.0,2002,14849089.4276,66323509.4894,13229571.9844,0.000307507010498,0,Comedy,12502253.1317
3549,Marco Brambilla,Sony / Columbia,Comedy,PG-13,Excess Baggage,1997-08-29,0.0,excessbaggage,2211.0,Alicia Silverstone,101.0,1997,12030271.5867,52769289.7795,6623142.95945,0.000307444007268,1,Comedy,8177681.77525
1111,Mike Barker,Fox Searchlight,Unknown,R,Best Laid Plans,1999-09-10,0.0,bestlaidplans,1740.0,Reese Witherspoon,92.0,1999,25520.352,81908.551296,10000000.0,0.000307414036426,0,Unknown,13650.8470897
3245,William Friedkin,Paramount,Thriller,R,Jade,1995-10-13,0.0,jade,2164.0,David Caruso,94.0,1995,8548565.27442,39223367.3555,4922977.30572,0.000307393210724,1,Thriller,5686496.28556
3256,Damon Santostefano,Warner Bros.,Romantic Comedy,PG-13,Three to Tango,1999-10-22,0.0,threetotango,2234.0,Matthew Perry,98.0,1999,7560927.66,31126118.166,28571428.5714,0.00030711219879,0,Romance,5187466.66686
4775,Lee Unkrich,Buena Vista,Animation,G,Toy Story 3,2010-06-18,0.0,toystory3,4028.0,Tom Hanks,103.0,2010,121337907.9,502155904.8,218292548.703,0.000306818164406,0,Animation,149957099.576
4621,Kevin Lima,Buena Vista,Family Adventure,PG,Enchanted,2007-11-21,0.0,enchanted,3730.0,Amy Adams,107.0,2007,43455576.45,203475573.579,97588036.6618,0.000306471344101,0,Family,49675725.6839
4319,Peter Berg,Universal,Thriller,R,The Kingdom,2007-09-28,0.0,kingdom,2793.0,Jamie Foxx,110.0,2007,21620407.6324,75680935.6393,80366618.4274,0.000305973361482,0,Thriller,18476445.7581
1391,Dorothy Ann Puzo,Cinetel,Unknown,R,Cold Steel,1987-12-11,0.0,coldsteel,1740.0,Brad Davis,91.0,1987,301809.2,1383683.4,173667.953939,0.000305941423401,1,Unknown,160664.529064
2800,Doug Ellin,Universal,Romantic Comedy,R,Kissing a Fool,1998-02-27,0.0,kissingafool,1742.0,David Schwimmer,92.0,1998,4305192.19565,14286967.1476,1793173.68029,0.000305900756518,1,Romance,2294147.01941
4391,Mark Waters,Paramount,Fantasy,PG,The Spiderwick Chronicles,2008-02-14,0.0,spiderwickchronicles,3847.0,Freddie Highmore,97.0,2008,22965467.2732,103969916.677,99487698.7316,0.000305891178054,0,Fantasy,27024920.4778
1394,John Murlowski,Legacy,Unknown,PG,Santa with Muscles,1996-11-08,0.0,santawithmuscles,1740.0,Hulk Hogan,97.0,1996,235817.4,837302.895,105090.886532,0.000305654293223,1,Unknown,125416.765265
3593,Gavin O'Connor,Warner Bros. (New Line),Crime Drama,R,Pride and Glory,2008-10-24,0.0,prideandglory,2585.0,Edward Norton,125.0,2008,7567796.85634,22987010.7801,33162566.2439,0.000305428257958,0,Crime,5975018.14191
4625,Albert and Allen Hughes,Warner Bros.,Action / Adventure,R,The Book of Eli,2010-01-15,0.0,bookofeli,3111.0,Denzel Washington,118.0,2010,36068443.4,114750421.39,87317019.4812,0.000305390368449,0,Action,34267525.6872
4172,Neil Jordan,Warner Bros.,Drama / Thriller,R,The Brave One,2007-09-14,0.0,braveone,2755.0,Jodie Foster,122.0,2007,16997848.0941,58577582.024,7352141.16823,0.000305385092311,1,Drama,14300900.3227
4630,"Eric Leighton, Ralph Zondag",Buena Vista,Animation,PG,Dinosaur,2000-05-19,0.0,dinosaur,3257.0,D. B. Sweeney,82.0,2000,62900871.9962,361000943.576,1762195121.95,0.000305351024941,0,Animation,62556696.5548
3318,Costa-Gavras,Warner Bros.,Drama / Thriller,PG-13,Mad City,1997-11-07,0.0,madcity,2194.0,Dustin Hoffman,115.0,1997,8865508.08,38322418.4581,74143302.1807,0.000305324470808,0,Drama,5938843.29916
4028,Trey Parker,Paramount,Comedy,R,Team America: World Police,2004-10-15,1.0,teamamerica,2539.0,Trey Parker,105.0,2004,16773011.5548,62788572.7891,40317628.3748,0.000305306251218,0,Comedy,13001978.5045
3018,Nicholaus Goossen,Fox,Comedy,R,Grandma's Boy,2006-01-06,1.0,grandmasboy,2015.0,Linda Cardellini,96.0,2006,3972330.12,10611515.6928,31284722.2222,0.000305261986144,1,Comedy,2443391.78483
3626,Paul J. Bolger,Lionsgate,Animation,PG,Happily N'Ever After,2007-01-05,0.0,happilyneverafter,2381.0,Sarah Michelle Gellar,87.0,2007,8338049.04706,24819095.8227,3115071.33376,0.000305206693367,1,Animation,6059236.36989
4527,John Hamburg,Universal,Romantic Comedy,PG-13,Along Came Polly,2004-01-16,0.0,alongcamepolly,2984.0,Ben Stiller,90.0,2004,38362543.1129,168714777.937,52916887.2419,0.000305193829426,0,Romance,34936706.1344
3794,Luis Mandoki,Warner Bros.,Romance,R,Angel Eyes,2001-05-18,0.0,angeleyes,2375.0,Jennifer Lopez,102.0,2001,14134898.8393,56748051.7211,71225296.4427,0.000305182825181,0,Romance,10245104.8584
3381,Tsui Hark,Sony / Columbia,Action Comedy,R,Double Team,1997-04-04,1.0,doubleteam,2203.0,Jean-Claude Van Damme,109.0,1997,9599902.69333,41582676.1445,5219096.10052,0.000304705339888,1,Action,6444086.97358
4559,John Badham,Universal,Action Horror,PG-13,Dracula,2014-10-10,0.0,dracula,2885.0,Frank Langella,92.0,2014,24908073.6667,63148256.7569,70373749.6621,0.000304558603555,0,Action,21885518.0642
4560,Mel Brooks,Universal,Action Horror,PG-13,Dracula: Dead and Loving It,2014-10-10,0.0,dracula,2885.0,Leslie Nielsen,92.0,2014,24908073.6667,63148256.7569,70373749.6621,0.000304558603555,0,Action,21885518.0642
4131,Carl Franklin,Fox,Thriller,PG-13,High Crimes,2002-04-05,0.0,highcrimes,2717.0,Ashley Judd,115.0,2002,20718555.0,90913008.6635,55564202.3346,0.000304437199706,0,Thriller,17137474.4193
4426,Stanley Kubrick,Warner Bros.,Drama / Thriller,R,Eyes Wide Shut,1999-07-16,1.0,eyeswideshut,2411.0,Tom Cruise,159.0,1999,37247775.708,163991449.784,92857142.8571,0.000304336476831,0,Drama,27330750.8141
4160,Burr Steers,Universal,Drama,PG-13,Charlie St. Cloud,2010-07-30,0.0,charliestcloud,2718.0,Zac Efron,90.0,2010,13619743.5,37706679.45,48024360.7147,0.000304178396343,0,Drama,11260216.6596
4082,Harald Zwart,Sony / Columbia,Action Comedy,PG,The Pink Panther 2,2009-02-06,0.0,pinkpanther2,3243.0,Steve Martin,92.0,2009,13256843.6,47013694.5358,77655602.5301,0.000303991921897,0,Action,13069203.6203
4349,David E. Talbert,Sony / Screen Gems,Crime Comedy,PG-13,First Sunday,2008-01-11,0.0,firstsunday,2213.0,Ice Cube,96.0,2008,21407487.9127,55393922.6552,6952544.35056,0.000303928710631,1,Crime,14398552.9907
4696,Paul Greengrass,Universal,Action Thriller,PG-13,The Bourne Supremacy,2004-07-23,0.0,bournesupremacy,3165.0,Matt Damon,108.0,2004,72683484.1452,337520739.475,94494441.5034,0.000303822437974,0,Action,69892294.1635
4135,Michael Apted,Sony / Columbia,Thriller,PG-13,Enough,2002-05-24,0.0,enough,2623.0,Jennifer Lopez,111.0,2002,20724624.6103,87551306.1287,50272373.5409,0.000303597684619,0,Thriller,16503779.7255
4069,Peter and Bobby Farrelly,Fox,Romantic Comedy,PG-13,Fever Pitch,2005-04-08,0.0,feverpitch,3267.0,Drew Barrymore,98.0,2005,16623917.5781,75613296.971,36559139.7849,0.000303496152624,0,Romance,16482978.8516
4070,Richard Brooks,Fox,Romantic Comedy,PG-13,Fever Pitch,2005-04-08,0.0,feverpitch,3267.0,Ryan O'Neal,98.0,2005,16623917.5781,75613296.971,36559139.7849,0.000303496152624,0,Romance,16482978.8516
3451,Walter Hill,MGM,Sci-Fi Thriller,PG-13,Supernova,2000-01-14,0.0,supernova,2280.0,James Spader,91.0,2000,9354853.32453,37294228.1047,124390243.902,0.000302994861226,0,Sci-Fi,6462597.26548
4089,Ivan Reitman,DreamWorks,Sci-Fi Comedy,PG-13,Evolution,2001-06-08,0.0,evolution,2611.0,David Duchovny,102.0,2001,20543509.2107,90014579.8629,107509881.423,0.000302968033288,0,Sci-Fi,16250933.4067
1477,Peter Masterson,Trans World Ent.,Unknown,R,Full Moon in Blue Water,1988-11-23,0.0,fullmooninbluewater,1740.0,Gene Hackman,95.0,1988,445664.034146,1973874.21216,247743.558046,0.000302925793559,1,Unknown,234905.448296
4225,Kevin Bray,MGM,Action,PG-13, Walking Tall,2004-04-02,0.0,walkingtall,2836.0,Dwayne Johnson,86.0,2004,21451541.6323,88932818.6722,57956590.7888,0.000302709572256,0,Action,18415812.7086
4226,Phil Karlson,MGM,Action,PG-13,Walking Tall,2004-04-02,0.0,walkingtall,2836.0,Joe Don Baker,86.0,2004,21451541.6323,88932818.6722,57956590.7888,0.000302709572256,0,Action,18415812.7086
4815,Rob Minkoff,Buena Vista,Animation,G,The Lion King,1994-06-15,0.0,lionking,2.0,(voices) Jonathan Taylor Thomas,89.0,1994,3.18075755197e+11,1370095188.63,72267206.4777,0.000302602469265,0,Animation,192501017.872
5324,John Sayles,MGM,Unknown,R,Lianna,1983-01-18,0.0,lianna,716.111111111,Linda Griffiths,113.0,1983,5734485.62323,11726832.0665,1471843.23467,0.00030257034279,1,Unknown,1242513.84826
4191,Mark Helfrich,Lionsgate,Romantic Comedy,R,Good Luck Chuck,2007-09-21,0.0,goodluckchuck,2612.0,Dane Cook,96.0,2007,17225613.0265,55749293.7472,6997157.0257,0.000302498656109,1,Romance,13610413.1545
4481,Geoffrey Sax,Universal,Horror,PG-13,White Noise,2005-01-07,0.0,whitenoise,2261.0,Michael Keaton,101.0,2005,32327248.0781,101342534.308,35340501.7921,0.000302245600986,1,Horror,22091707.6318
4482,Patrick Lussier,Universal,Horror,PG-13,White Noise: The Light,2005-01-07,0.0,whitenoise,2261.0,Nathan Fillion,101.0,2005,32327248.0781,101342534.308,35340501.7921,0.000302245600986,1,Horror,22091707.6318
3197,Sean Anders,Summit Entertainment,Comedy,R,Sex Drive,2008-10-17,0.0,sexdrive,2421.0,Josh Zuckerman,109.0,2008,4359079.87606,12270595.0556,21002958.6211,0.000302226635403,0,Comedy,3189498.13748
4610,Andy Tennant,Buena Vista,Romantic Comedy,PG-13,Sweet Home Alabama,2002-09-27,0.0,sweethomealabama,3293.0,Reese Witherspoon,102.0,2002,52735549.8621,278410524.045,39688715.9533,0.000302211667707,0,Romance,52481523.8659
3996,D. J. Caruso,Warner Bros.,Thriller,R, Taking Lives,2004-03-19,0.0,takinglives,2705.0,Angelina Jolie,100.0,2004,15857037.0484,62589915.7546,56696664.9021,0.000302164812599,0,Thriller,12960841.489
3586,Jeff Schaffer,DreamWorks,Comedy,R,EuroTrip,2004-02-20,0.0,eurotrip,2512.0,Scott Mechlowicz,92.0,2004,9287689.47097,34033962.9018,31498147.1678,0.000302074476649,0,Comedy,7047601.72778
4646,"Karey Kirkpatrick, Tim Johnson",Paramount (DreamWorks),Animation,PG,Over the Hedge,2006-05-19,0.0,overthehedge,4059.0,Bruce Willis,87.0,2006,50763243.96,270105698.016,175902777.778,0.000301842935602,1,Animation,62194135.3784
4585,Steve Shill,Sony / Screen Gems,Thriller,PG-13,Obsessed,2009-04-24,0.0,obsessed,2514.0,Idris Elba,105.0,2009,32732963.12,89336470.922,22187315.0086,0.00030178867693,0,Thriller,24834392.2068
4572,Dennis Dugan,Sony / Columbia,Comedy,PG,Jack and Jill,2011-11-11,0.0,jackandjill,3438.0,Adam Sandler,91.0,2011,27155781.4557,87474067.4407,83587105.8376,0.0003015889096,0,Comedy,28156816.0988
4141,Eric Valette,Warner Bros.,Horror,PG-13, One Missed Call,2008-01-04,0.0,onemissedcall,2240.0,Edward Burns,87.0,2008,15119498.3577,39268954.8556,22108377.4959,0.00030138433196,0,Horror,10207187.0031
4675,Ridley Scott,Universal,Crime Drama,R,American Gangster,2007-11-02,0.0,americangangster,3054.0,Denzel Washington,160.0,2007,54968949.75,207228645.592,114809454.896,0.000301366694964,0,Crime,50591985.9138
1439,Allan Moyle,Warner Bros.,Unknown,PG-13,Empire Records,1995-09-22,1.0,empirerecords,1740.0,Anthony LaPaglia,91.0,1995,300898.604651,1087675.34252,136515.443711,0.000301182508065,1,Unknown,157688.189774
